"Index","INDPRO","CPIAUCSL","UNRATE","FEDFUNDS","GS10","SP500","DCOILWTICO","UMCSENT"
"2000-11-30",4.5287620319817,5.1602040644184,3.9,6.51,5.72,7.18155388394222,3.51482364173701,107.6
"2000-12-31",4.52549366126139,5.1624976434055,3.9,6.4,5.24,7.18559913648791,3.28541234866844,98.4
"2001-01-31",4.52072279191047,5.16820868120102,4.2,5.98,5.16,7.21964936789717,3.3541057741283,94.7
"2001-02-28",4.5141880267761,5.17048399503815,4.2,5.49,5.1,7.1228182230763,3.30871652886799,90.6
"2001-03-31",4.51213561502086,5.17105201550216,4.3,5.31,4.89,7.05645968852837,3.2722270003652,91.5
"2001-04-30",4.50853923434852,5.17275414357269,4.4,4.8,5.14,7.13046670569396,3.34920208654377,88.4
"2001-05-31",4.50375188956289,5.17784321308016,4.3,4.21,5.39,7.13554398188646,3.34603697048488,92
"2001-06-30",4.49845764564555,5.18009673516061,4.5,3.97,5.28,7.11018987639464,3.2722270003652,92.6
"2001-07-31",4.4920328423741,5.17840706987548,4.6,3.77,5.24,7.09939163507561,3.2846635654062,92.4
"2001-08-31",4.49088440280901,5.17840706987548,4.9,3.65,4.97,7.03313600654644,3.28278915061185,91.5
"2001-09-30",4.48580652680424,5.18234519029562,5,3.07,4.73,6.94787937377702,3.15444396470881,81.8
"2001-10-31",4.4830613073499,5.17953383055807,5.3,2.49,4.57,6.96581664603971,3.05400118167797,82.7
"2001-11-30",4.47699584726458,5.17897060891547,5.5,2.09,4.65,7.03830092597642,2.96836107675786,83.9
"2001-12-31",4.47656833745718,5.17840706987548,5.7,1.82,5.09,7.04584622258545,2.99373027088332,88.8
"2002-01-31",4.48320140229835,5.18009673516061,5.7,1.73,5.04,7.03014984399266,2.98112612116463,93
"2002-02-28",4.48331662698096,5.18178355029209,5.7,1.74,4.91,7.00916498287287,3.08099211750481,90.7
"2002-03-31",4.49052895967589,5.18458860121969,5.7,1.73,5.28,7.04524508954008,3.26614101733532,95.7
"2002-04-30",4.49539996184156,5.18906038061109,5.9,1.75,5.21,6.9818604347954,3.30761903470259,93
"2002-05-31",4.49940959030893,5.19017520792833,5.8,1.75,5.16,6.97273746541861,3.23356737361119,96.9
"2002-06-30",4.50762460954537,5.1907321558681,5.8,1.75,4.93,6.89752311581543,3.28802868355652,92.4
"2002-07-31",4.50730263890587,5.19295685089021,5.8,1.73,4.65,6.8152232312218,3.29657733253205,88.1
"2002-08-31",4.50619148538231,5.19573077777294,5.7,1.74,4.26,6.82009278896357,3.36626081178126,87.6
"2002-09-30",4.50704013407891,5.19739144795808,5.7,1.75,3.87,6.70353164845518,3.42067315816281,86.1
"2002-10-31",4.50495529774197,5.19960139360888,5.7,1.75,3.94,6.78644604457433,3.302481408723,80.6
"2002-11-30",4.51054187365929,5.20125565370491,5.9,1.34,4.05,6.84194661561783,3.2910104226274,84.2
"2002-12-31",4.50496524636837,5.20290718174338,6,1.24,4.03,6.77971734942011,3.44073855628269,86.7
"2003-01-31",4.51345065209227,5.20729796816087,5.8,1.24,4.05,6.75191986168956,3.51184390174922,82.4
"2003-02-28",4.5146380730202,5.21275947818639,5.9,1.26,3.9,6.73477003218979,3.60441029748749,79.9
"2003-03-31",4.51200610167257,5.21439213161028,5.9,1.25,3.81,6.74309286878278,3.43849316640585,77.6
"2003-04-30",4.50603138636349,5.21057845224003,6,1.26,3.96,6.82102020880916,3.26155209914864,86
"2003-05-31",4.50575860693268,5.20893955539682,6.1,1.26,3.57,6.87066592080699,3.38642209608,92.1
"2003-06-30",4.50703572164423,5.21003245168046,6.3,1.22,3.33,6.88192451894762,3.40618492317319,89.7
"2003-07-31",4.51216085719483,5.21330399222108,6.2,1.01,3.98,6.89801802296109,3.41969196429832,90.9
"2003-08-31",4.50997669937485,5.21764946348058,6.1,1.03,4.45,6.91573337890505,3.45820763637894,89.3
"2003-09-30",4.51640345107699,5.22089621957945,6.1,1.01,4.27,6.90371710723362,3.37382618486602,87.7
"2003-10-31",4.51763430783541,5.21981513839308,6,1.01,4.29,6.95722136793674,3.37553763488158,89.6
"2003-11-30",4.5243168998846,5.22035582507832,5.8,1,4.3,6.96432458432741,3.41213732170049,93.7
"2003-12-31",4.52461284591401,5.22305488204749,5.7,0.98,4.27,7.01384356929851,3.48154773431581,92.6
"2004-01-31",4.52613347213305,5.22735827760754,5.7,1,4.15,7.03097241635623,3.50134433026709,103.8
"2004-02-29",4.53214777824221,5.22950305054768,5.6,1.01,4.08,7.04310746169233,3.58573869519442,94.4
"2004-03-31",4.52813902239344,5.23164323328004,5.8,1,3.83,7.02661325751369,3.57655026914002,95.8
"2004-04-30",4.53184652156925,5.23324536980432,5.6,1,4.35,7.00967994280063,3.61926138723307,94.2
"2004-05-31",4.53904427227599,5.23750522715128,5.6,1,4.72,7.02169097083672,3.68637632389582,90.2
"2004-06-30",4.5312114334698,5.24121777450746,5.6,1.03,4.73,7.03952008219883,3.60875340963465,95.6
"2004-07-31",4.53865531315346,5.24227597566441,5.5,1.26,4.5,7.00462784735167,3.77780566330834,96.7
"2004-08-31",4.53932627987283,5.24280465661778,5.4,1.43,4.28,7.00691258567157,3.74313086894585,95.9
"2004-09-30",4.54059646423099,5.24597088617583,5.4,1.61,4.13,7.01623289188984,3.90318405676094,94.2
"2004-10-31",4.54909177696822,5.25122575901419,5.5,1.76,4.1,7.03014984399266,3.94700397432339,91.7
"2004-11-30",4.55157213241921,5.2559316500516,5.4,1.93,4.19,7.06801862089949,3.89508028469783,92.8
"2004-12-31",4.55950837342015,5.2559316500516,5.4,2.16,4.23,7.09996119411097,3.76953735713139,97.1
"2005-01-31",4.56309845253602,5.25540986553676,5.3,2.28,4.22,7.07434542641566,3.87639582778499,95.5
"2005-02-28",4.57033129859879,5.25957653823161,5.4,2.5,4.17,7.09307232447169,3.94642443214548,94.1
"2005-03-31",4.56897911881917,5.26320818943447,5.2,2.63,4.5,7.07376956355,4.01295372400659,92.6
"2005-04-30",4.571129314263,5.26631057041295,5.2,2.79,4.34,7.05345605204978,3.89589362349826,87.7
"2005-05-31",4.57202903478985,5.26579417484248,5.1,3,4.14,7.0829682965388,3.95278099790031,86.9
"2005-06-30",4.57651656394731,5.26631057041295,5,3.04,4,7.08282557217429,4.03653888012571,96
"2005-07-31",4.57334509765909,5.27248660651351,5,3.26,4.18,7.11816210444616,4.10610842914234,96.5
"2005-08-31",4.57659888600566,5.2786247332023,4.9,3.5,4.26,7.10687655694326,4.22872975692054,89.1
"2005-09-30",4.55703505723611,5.29229929422247,5,3.62,4.2,7.11380154806445,4.19283150893675,76.9
"2005-10-31",4.56909938664332,5.29380721107015,5,3.78,4.46,7.09590151415811,4.09100566095659,74.2
"2005-11-30",4.58027690326482,5.28877195370451,5,4,4.54,7.13048272811284,4.04882404692029,81.6
"2005-12-31",4.58542859682905,5.28877195370451,4.9,4.16,4.47,7.12952992502291,4.11185698730673,91.5
"2006-01-31",4.58700519702996,5.29481122721875,4.7,4.29,4.42,7.15467782063049,4.21744675935608,91.2
"2006-02-28",4.5874266972103,5.29531285752774,4.8,4.49,4.57,7.15513087571389,4.11692111640101,86.7
"2006-03-31",4.58967881187005,5.29681624042177,4.7,4.59,4.72,7.16616557922334,4.19343546486633,88.9
