"model","origin_date","origin_idx","lambda","alpha","psi","soc","sur","log_ml"
"small","2004-02-29",230,0.235129967942885,NA,NA,0.487575255727306,0.767743630423621,1892.6230772208
"small","2004-03-31",231,0.24079123707911,NA,NA,0.515086888686949,0.788992927799151,1901.19233659211
"small","2004-04-30",232,0.243516240778654,NA,NA,0.525121498325862,0.727315253215261,1907.29708569041
"small","2004-05-31",233,0.242101946785811,NA,NA,0.509239187907544,0.712874223032611,1920.63855665689
"small","2004-06-30",234,0.251571683008713,NA,NA,0.475364492628704,0.790668319256017,1930.01692256481
"small","2004-07-31",235,0.253837079393221,NA,NA,0.441776906820426,0.807024890409847,1939.78445097892
"small","2004-08-31",236,0.254167346030215,NA,NA,0.468769625191491,0.748354053219332,1947.60218397234
"small","2004-09-30",237,0.247638165456643,NA,NA,0.542084057022119,0.738074441742588,1959.95068607188
"small","2004-10-31",238,0.247116489908029,NA,NA,0.470632091499706,0.748248053487998,1967.82076033297
"small","2004-11-30",239,0.251608711988753,NA,NA,0.499742462658109,0.741283766963673,1980.16652251693
"small","2004-12-31",240,0.240533234852151,NA,NA,0.523982940508403,0.795231178655808,1989.37197524993
"small","2005-01-31",241,0.241575088341807,NA,NA,0.446164702749831,0.710283613777623,1999.60360027893
"small","2005-02-28",242,0.254452303675035,NA,NA,0.451343643753431,0.774138557256146,2009.59261595874
"small","2005-03-31",243,0.267752882793413,NA,NA,0.498420058051888,0.763466014702406,2019.10864673568
"small","2005-04-30",244,0.251158625789881,NA,NA,0.531232841110146,0.787558879036538,2028.34903630262
"small","2005-05-31",245,0.240089959642464,NA,NA,0.50495683331415,0.766129797515858,2038.66569827006
"small","2005-06-30",246,0.2470556936581,NA,NA,0.498098725474698,0.787025393424851,2045.24248318291
"small","2005-07-31",247,0.24228130564648,NA,NA,0.482075557059562,0.731040796763759,2059.58469555169
"small","2005-08-31",248,0.245228275650195,NA,NA,0.519150481161495,0.780824777741821,2065.85329891604
"small","2005-09-30",249,0.249271943306074,NA,NA,0.439716349514213,0.62381808281829,2059.35982196131
"small","2005-10-31",250,0.245468284281616,NA,NA,0.507829436331309,0.785629495244466,2068.32025168948
"small","2005-11-30",251,0.239745177633008,NA,NA,0.581389445956115,0.764260485033487,2071.58185900964
"small","2005-12-31",252,0.234652522329533,NA,NA,0.47973866605593,0.724154600885693,2081.3151994276
"small","2006-01-31",253,0.230138984280635,NA,NA,0.491430385924785,0.768589450328299,2094.24695519691
"small","2006-02-28",254,0.242935285635428,NA,NA,0.54390377902709,0.810995203604091,2100.45933942936
"small","2006-03-31",255,0.242191935747284,NA,NA,0.555067344923867,0.707690453629725,2113.19465529559
"small","2006-04-30",256,0.248331715996849,NA,NA,0.506241660977871,0.785558582563252,2123.0577337378
"small","2006-05-31",257,0.245129588850277,NA,NA,0.453993063334913,0.714242709103086,2134.76177955188
"small","2006-06-30",258,0.250172674754904,NA,NA,0.509177899406369,0.783642903046825,2144.5828502377
"small","2006-07-31",259,0.237743215536139,NA,NA,0.544211871089239,0.71839671209433,2155.36815982254
"small","2006-08-31",260,0.252326473006821,NA,NA,0.455725084013928,0.707301353427057,2165.54529971168
"small","2006-09-30",261,0.246300584315822,NA,NA,0.508463834541015,0.732126559161514,2172.5092429322
"small","2006-10-31",262,0.245686441589564,NA,NA,0.509696066158221,0.836910662479637,2179.05208375723
"small","2006-11-30",263,0.24594996571929,NA,NA,0.534223519681935,0.812345469727409,2190.0241985707
"small","2006-12-31",264,0.241744060293435,NA,NA,0.500208350314481,0.728032280813824,2198.98166703669
"small","2007-01-31",265,0.239790127781598,NA,NA,0.627987894315175,0.816568565602146,2206.65323435746
"small","2007-02-28",266,0.243699190411781,NA,NA,0.535897717620754,0.764682819963898,2216.60750326406
"small","2007-03-31",267,0.24175240127883,NA,NA,0.550439271129673,0.758460969550859,2228.02333089507
"small","2007-04-30",268,0.241948846805353,NA,NA,0.499857721053184,0.723762795771009,2239.22906933665
"small","2007-05-31",269,0.25905132364718,NA,NA,0.536369397113961,0.808755375282032,2249.30067329507
"small","2007-06-30",270,0.24485397385212,NA,NA,0.49153090683039,0.758357795133258,2257.45003806989
"small","2007-07-31",271,0.259862008256197,NA,NA,0.551123424330128,0.785674464481589,2269.22288568861
"small","2007-08-31",272,0.254271018921381,NA,NA,0.593936210265568,0.788697533549572,2277.01104493412
"small","2007-09-30",273,0.262389487416449,NA,NA,0.538227906547651,0.782337358016861,2288.64830752712
"small","2007-10-31",274,0.262251518940736,NA,NA,0.588648810020368,0.778073028119738,2299.28347807889
"small","2007-11-30",275,0.250318933177644,NA,NA,0.577257132779085,0.797601720392646,2304.47354273786
"small","2007-12-31",276,0.261813251421808,NA,NA,0.586811111327262,0.672666473794789,2316.53967843288
"small","2008-01-31",277,0.263800190945114,NA,NA,0.571456425762835,0.772932874134769,2326.85120206714
"small","2008-02-29",278,0.270032447232824,NA,NA,0.478505535362284,0.714357526628859,2324.07384100214
"small","2008-03-31",279,0.282667321726768,NA,NA,0.617728798128278,0.817817677248802,2337.36497625738
"small","2008-04-30",280,0.275351644950957,NA,NA,0.550952496905441,0.815200975013396,2346.30960985725
"small","2008-05-31",281,0.260124945268275,NA,NA,0.568781519225567,0.773220722201404,2353.36579479108
"small","2008-06-30",282,0.275161107858174,NA,NA,0.517086229029986,0.739520416743474,2357.41446166625
"small","2008-07-31",283,0.266877916018709,NA,NA,0.561995769676942,0.77262233951491,2364.76327361238
"small","2008-08-31",284,0.276815476129408,NA,NA,0.591722088486954,0.726459404006559,2368.80501060296
"small","2008-09-30",285,0.294460477478104,NA,NA,0.55503692657974,0.809130038145701,2349.37490817885
"small","2008-10-31",286,0.304024672767771,NA,NA,0.565077280542203,0.785908669131389,2339.10833887402
"small","2008-11-30",287,0.351577044858086,NA,NA,0.556377161469194,0.689917242207767,2328.84320571231
"small","2008-12-31",288,0.38893137132314,NA,NA,0.573383732285977,0.690390817760363,2330.47704444306
"small","2009-01-31",289,0.368668183584995,NA,NA,0.558770155644444,0.683290366368193,2332.27961910742
"small","2009-02-28",290,0.361229462417424,NA,NA,0.517280057822784,0.627119652243598,2337.60576009477
"small","2009-03-31",291,0.380239846451087,NA,NA,0.540699301006386,0.658668307561075,2345.74580494156
"small","2009-04-30",292,0.360438155436719,NA,NA,0.545106511434827,0.681704885719175,2355.45663259434
"small","2009-05-31",293,0.37169943249511,NA,NA,0.500670902846762,0.623005370092615,2362.22865345281
"small","2009-06-30",294,0.346571619248451,NA,NA,0.466733453361597,0.583167878185916,2369.02887991644
"small","2009-07-31",295,0.354766514454609,NA,NA,0.513911660352693,0.561699772253904,2368.58393081989
"small","2009-08-31",296,0.35788392770592,NA,NA,0.547649334686939,0.689824293722956,2381.02545860379
"small","2009-09-30",297,0.35052100579191,NA,NA,0.513521302055232,0.643219770730343,2390.23356718221
"small","2009-10-31",298,0.34988785484944,NA,NA,0.587364321190352,0.69941535549064,2400.63133974786
"small","2009-11-30",299,0.370012174500762,NA,NA,0.51687763665809,0.635546935107696,2409.43173190576
"small","2009-12-31",300,0.339758269457932,NA,NA,0.543290004159445,0.690043339738082,2416.99150883002
"small","2010-01-31",301,0.356235374859546,NA,NA,0.509778519091591,0.620298718590054,2425.75166793279
"small","2010-02-28",302,0.347417225211308,NA,NA,0.580372258414404,0.679093606420551,2437.17224028442
"small","2010-03-31",303,0.354872991790246,NA,NA,0.542338132389359,0.669710971939953,2449.00274619686
