"model","variable","rel_h1","rel_h3","rel_h12"
"Small","CPI",1.06968842551138,0.900365910593209,0.842573663968142
"Small","INDPRO",0.934202294119257,1.12812220214094,0.722082644790111
"Medium","CPI",0.925303947417774,0.846498303677865,0.850316774073269
"Medium","INDPRO",0.899560309917065,1.02491800868447,0.645859734478819
"Full","CPI",0.98907100640424,0.870667723136491,0.865201435703868
"Full","INDPRO",0.918908794828591,1.06702951969857,0.65945851414674
