"window_start","window_end","rmsfe_h1","rmsfe_h3","rmsfe_h12","variable"
2008-05-31,2011-04-30,1752853732746402,1.42544626701223e+26,4.77663325048856e+102,"INDPRO"
2008-06-30,2011-05-31,1739725532630361,1.42312741032468e+26,4.7766103056088e+102,"INDPRO"
2008-07-31,2011-06-30,1761003422881635,1.42177485471443e+26,4.59223449141316e+102,"INDPRO"
2008-08-31,2011-07-31,1739563823902676,1.42212065793139e+26,4.59204218412609e+102,"INDPRO"
2008-09-30,2011-08-31,1794821203831570,1.36122656685097e+26,4.24767323228587e+102,"INDPRO"
2008-10-31,2011-09-30,1780097338544683,5.55302278660133e+25,4.22553906629379e+101,"INDPRO"
2008-11-30,2011-10-31,1769461754657116,5.2101193605748e+25,4.22579652794779e+101,"INDPRO"
2008-12-31,2011-11-30,1705608777021333,5.2253849892966e+25,3.355317447934e+101,"INDPRO"
2009-01-31,2011-12-31,1695770194398690,4.24235489450175e+25,1.19590367414365e+101,"INDPRO"
2009-02-28,2012-01-31,1653819915194223,3.5699868311484e+25,9.40462164106487e+100,"INDPRO"
2009-03-31,2012-02-29,1661455897468494,3.50131174709741e+25,9.33462895676713e+100,"INDPRO"
2009-04-30,2012-03-31,1644152105951128,3.51271862396545e+25,9.33353564574436e+100,"INDPRO"
2009-05-31,2012-04-30,1660249506237055,3.4887241717222e+25,8.7052292906337e+100,"INDPRO"
2009-06-30,2012-05-31,1650241203134450,3.46665430068408e+25,8.5636533802318e+100,"INDPRO"
2009-07-31,2012-06-30,1660249870788945,3.43574923962765e+25,7.67211084384667e+100,"INDPRO"
2009-08-31,2012-07-31,1659606122797700,3.04730449399652e+25,6.32314419056663e+100,"INDPRO"
2009-09-30,2012-08-31,1655749230210886,2.70087397410724e+25,4.73504618213691e+100,"INDPRO"
2009-10-31,2012-09-30,1688353772593696,2.5272011950371e+25,4.37181681346907e+100,"INDPRO"
2009-11-30,2012-10-31,1685712282518886,2.5297633679659e+25,4.36484853735866e+100,"INDPRO"
2009-12-31,2012-11-30,1687213721652890,2.52664947585379e+25,4.36416373539653e+100,"INDPRO"
2010-01-31,2012-12-31,1687243992325776,2.50323040766428e+25,4.03601200107943e+100,"INDPRO"
2010-02-28,2013-01-31,1680420707199927,2.45567338610151e+25,4.02277358654832e+100,"INDPRO"
2010-03-31,2013-02-28,1807757882705955,2.45571878420228e+25,4.04329471333549e+100,"INDPRO"
2010-04-30,2013-03-31,1812454226946252,2.45601339791291e+25,4.08853833473023e+100,"INDPRO"
2010-05-31,2013-04-30,1839596423164713,2.46121799516588e+25,4.08650100728718e+100,"INDPRO"
2010-06-30,2013-05-31,1822325850028063,2.43900272191419e+25,4.09079984821632e+100,"INDPRO"
2010-07-31,2013-06-30,1855790979899941,2.39629247371767e+25,4.06760153241769e+100,"INDPRO"
2010-08-31,2013-07-31,1819196392583673,2.41237691114567e+25,4.0303329100007e+100,"INDPRO"
2010-09-30,2013-08-31,1863214390619873,2.40351604627855e+25,4.00186990601988e+100,"INDPRO"
2010-10-31,2013-09-30,1906018005788858,2.39973076253166e+25,3.97217950122156e+100,"INDPRO"
2010-11-30,2013-10-31,1862291758549700,2.3178943311154e+25,3.9328445896413e+100,"INDPRO"
2010-12-31,2013-11-30,1823305401587502,2.32110900254597e+25,3.93009759779298e+100,"INDPRO"
2011-01-31,2013-12-31,1793755819004238,2.27218690324127e+25,3.78808141082552e+100,"INDPRO"
2011-02-28,2014-01-31,1793121772895858,2.16202908523268e+25,3.30398722194332e+100,"INDPRO"
2011-03-31,2014-02-28,1779871369978618,1.9251426230968e+25,2.9567520557598e+100,"INDPRO"
2011-04-30,2014-03-31,1723512549770598,2.00477033545726e+25,2.76512468917519e+100,"INDPRO"
2011-05-31,2014-04-30,1675599321422683,1.91885072753453e+25,2.73668387865159e+100,"INDPRO"
2011-06-30,2014-05-31,1652788360051300,1.91888114672233e+25,2.73362687789688e+100,"INDPRO"
2011-07-31,2014-06-30,1604195517091346,1.91968953159113e+25,2.72243591649352e+100,"INDPRO"
2011-08-31,2014-07-31,1575738183388182,1.88060876678357e+25,2.6368765631239e+100,"INDPRO"
2011-09-30,2014-08-31,1495482811466985,1.7483984749909e+25,2.57359269960892e+100,"INDPRO"
2011-10-31,2014-09-30,1504644300574088,1.74356300257559e+25,2.5735866013206e+100,"INDPRO"
2011-11-30,2014-10-31,1504655026933572,1.75182917342052e+25,2.51657953273766e+100,"INDPRO"
2011-12-31,2014-11-30,1448063010062750,1.69671602598749e+25,2.313717914215e+100,"INDPRO"
2012-01-31,2014-12-31,1579212142119980,1.72704605416714e+25,2.3604532247518e+100,"INDPRO"
2012-02-29,2015-01-31,1559482434126197,1.90785335482065e+25,2.52084052083564e+100,"INDPRO"
2012-03-31,2015-02-28,1531236066687677,1.93913357318635e+25,2.51520238388644e+100,"INDPRO"
2012-04-30,2015-03-31,1524985450994281,1.85355273267785e+25,1.79183998297124e+100,"INDPRO"
2012-05-31,2015-04-30,1506367045050100,1.89030644153007e+25,1.79560264710915e+100,"INDPRO"
2012-06-30,2015-05-31,1481845972354821,1.89281247202242e+25,1.75613086290727e+100,"INDPRO"
2012-07-31,2015-06-30,1511073020549234,1.91695011810202e+25,1.75590293093085e+100,"INDPRO"
2012-08-31,2015-07-31,1511432222379335,1.93322539149823e+25,1.76048544985659e+100,"INDPRO"
2012-09-30,2015-08-31,1516725761112868,1.90401887101952e+25,1.76066962843303e+100,"INDPRO"
2012-10-31,2015-09-30,1499090084743114,1.91169570970328e+25,1.79765660605541e+100,"INDPRO"
2012-11-30,2015-10-31,1499856495008626,1.93532335038268e+25,1.79788422200031e+100,"INDPRO"
2012-12-31,2015-11-30,1519073076713477,1.96166674050882e+25,1.80311487895981e+100,"INDPRO"
2013-01-31,2015-12-31,1545993787000793,1.9834522584304e+25,1.805639587036e+100,"INDPRO"
2013-02-28,2016-01-31,1568722114809653,1.99258378136679e+25,1.8058627020474e+100,"INDPRO"
2013-03-31,2016-02-29,1418903030473399,1.99343488905136e+25,1.75938129241215e+100,"INDPRO"
2013-04-30,2016-03-31,1433118634945816,1.99397088841085e+25,1.65321467774117e+100,"INDPRO"
2013-05-31,2016-04-30,1441860071438662,2.0158402838631e+25,1.6468650372195e+100,"INDPRO"
2013-06-30,2016-05-31,1435612514534727,2.00666266930438e+25,1.6346853412907e+100,"INDPRO"
2013-07-31,2016-06-30,1387823583908224,2.02814525443043e+25,1.6370545232805e+100,"INDPRO"
2013-08-31,2016-07-31,1382460890392212,1.97935466135701e+25,1.60052534983247e+100,"INDPRO"
2013-09-30,2016-08-31,1320504295011342,1.98282812255297e+25,1.60054481988204e+100,"INDPRO"
2013-10-31,2016-09-30,1283860615521998,1.98184879598867e+25,1.60054054797216e+100,"INDPRO"
2013-11-30,2016-10-31,1284886799324563,1.97368647883459e+25,1.59200025309039e+100,"INDPRO"
2013-12-31,2016-11-30,1330353477071732,1.99524150220462e+25,1.58763296484632e+100,"INDPRO"
2014-01-31,2016-12-31,1349430585137204,2.0016956207213e+25,1.5923944810052e+100,"INDPRO"
2014-02-28,2017-01-31,1356188518442058,1.91939706101281e+25,1.55780813345884e+100,"INDPRO"
2014-03-31,2017-02-28,1331126876374046,1.95947735163524e+25,1.56862249489296e+100,"INDPRO"
2014-04-30,2017-03-31,1302254099843492,1.83820865345947e+25,1.38935897854543e+100,"INDPRO"
2014-05-31,2017-04-30,1304866835142988,1.86263685706157e+25,1.33795709535811e+100,"INDPRO"
2014-06-30,2017-05-31,1318717479524585,1.86254498700553e+25,1.33828066929161e+100,"INDPRO"
2014-07-31,2017-06-30,1340765883779755,1.8617383988487e+25,1.33859395619559e+100,"INDPRO"
2014-08-31,2017-07-31,1341945112634630,1.86533998232276e+25,1.3346550420247e+100,"INDPRO"
2014-09-30,2017-08-31,1348109712198258,1.85446997431299e+25,1.26582572714732e+100,"INDPRO"
2014-10-31,2017-09-30,1334561226665447,1.85473604206362e+25,1.26581651101529e+100,"INDPRO"
2014-11-30,2017-10-31,1346029710769197,1.8936560794725e+25,1.26532549995607e+100,"INDPRO"
2014-12-31,2017-11-30,1381902584737210,1.87734955108766e+25,1.2656046987601e+100,"INDPRO"
2015-01-31,2017-12-31,1226697118940132,1.84892138099366e+25,1.08640006340939e+100,"INDPRO"
2015-02-28,2018-01-31,1236729568074533,1.679427260423e+25,6.28585160069653e+99,"INDPRO"
2015-03-31,2018-02-28,1263515330682311,1.63401191024829e+25,6.20981310073907e+99,"INDPRO"
2015-04-30,2018-03-31,1297451436426832,1.5497887123195e+25,6.01671846684537e+99,"INDPRO"
2015-05-31,2018-04-30,1285565906244518,1.57557975398352e+25,6.3147670382103e+99,"INDPRO"
2015-06-30,2018-05-31,1292439619166606,1.67625179998832e+25,6.7752619950962e+99,"INDPRO"
2015-07-31,2018-06-30,1249006308674644,1.66376056335291e+25,6.76417458783112e+99,"INDPRO"
2015-08-31,2018-07-31,1268850735371691,1.64080818293025e+25,6.63996730410757e+99,"INDPRO"
2015-09-30,2018-08-31,1273336965527161,1.64762525184422e+25,6.64147943543634e+99,"INDPRO"
2015-10-31,2018-09-30,1245221074798437,1.57345653960055e+25,5.51039136890626e+99,"INDPRO"
2015-11-30,2018-10-31,1276785792936969,1.54863744330821e+25,5.53117020973044e+99,"INDPRO"
2015-12-31,2018-11-30,1263407782602509,1.51832249736242e+25,5.39611954840423e+99,"INDPRO"
2016-01-31,2018-12-31,1244506827159818,1.48877620482339e+25,5.19970781411195e+99,"INDPRO"
2016-02-29,2019-01-31,1216351793641192,1.49878444050647e+25,5.26556168343542e+99,"INDPRO"
2016-03-31,2019-02-28,1214822285816677,1.53274845268436e+25,5.33363781000838e+99,"INDPRO"
2016-04-30,2019-03-31,1220826534860416,1.51013555710106e+25,5.35391731138849e+99,"INDPRO"
2016-05-31,2019-04-30,1167503868064925,1.51455681112163e+25,5.23283176647218e+99,"INDPRO"
2016-06-30,2019-05-31,1154570667746270,1.51181578815792e+25,5.31598146100574e+99,"INDPRO"
2016-07-31,2019-06-30,1153643434632702,1.48298046272024e+25,5.31679533646062e+99,"INDPRO"
2016-08-31,2019-07-31,1152252442171957,1.48868382069861e+25,5.39689367412337e+99,"INDPRO"
2016-09-30,2019-08-31,1171841931563727,1.50062870943692e+25,5.49169180073233e+99,"INDPRO"
2016-10-31,2019-09-30,1170245932683208,1.50762254809046e+25,5.59243328706049e+99,"INDPRO"
2016-11-30,2019-10-31,1167360274447878,1.52851214167925e+25,5.69847561498289e+99,"INDPRO"
2016-12-31,2019-11-30,1106919522177038,1.48931842772135e+25,5.68334324138348e+99,"INDPRO"
